Class,m/z_300.0,m/z_310.0,m/z_320.0,m/z_330.0,m/z_340.0,m/z_350.0,m/z_360.0,m/z_370.0,m/z_380.0,m/z_390.0,m/z_400.0,m/z_410.0,m/z_420.0,m/z_430.0,m/z_440.0,m/z_450.0,m/z_460.0,m/z_470.0,m/z_480.0,m/z_490.0,m/z_500.0,m/z_510.0,m/z_520.0,m/z_530.0,m/z_540.0,m/z_550.0,m/z_560.0,m/z_570.0,m/z_580.0,m/z_590.0,m/z_600.0,m/z_610.0,m/z_620.0,m/z_630.0,m/z_640.0,m/z_650.0,m/z_660.0,m/z_670.0,m/z_680.0,m/z_690.0,m/z_700.0,m/z_710.0,m/z_720.0,m/z_730.0,m/z_740.0,m/z_750.0,m/z_760.0,m/z_770.0,m/z_780.0,m/z_790.0,m/z_800.0,m/z_810.0,m/z_820.0,m/z_830.0,m/z_840.0,m/z_850.0,m/z_860.0,m/z_870.0,m/z_880.0,m/z_890.0,m/z_900.0,m/z_910.0,m/z_920.0,m/z_930.0,m/z_940.0,m/z_950.0,m/z_960.0,m/z_970.0,m/z_980.0,m/z_990.0,m/z_1000.0
Aggressive,800.2232318978837,860.1121584359125,727.4601870692558,812.555699500935,798.399543631561,829.9034422324385,821.4040080290512,849.4845829212801,743.724232652407,734.7705832422856,819.251566930634,838.0188913277415,774.1860735015179,768.6903353520432,851.7999871317222,771.9275778005405,793.4155747359449,807.7178417021273,756.5008647331107,656.7233055228579,837.3723494705994,771.9633452665154,829.3488246829377,788.8894636304049,754.5027353985151,794.0884263800756,834.045349417024,791.6241245190935,747.1744678446273,829.5136392768361,848.8650958728539,827.1437093974675,778.0039768873926,753.0705370381893,871.6169543924358,791.7545034853991,832.5936829959753,808.3257476631182,825.6987797447872,769.3079506501348,823.6610889780404,836.285856805257,805.9497327086979,793.0964826621637,800.9525659230746,854.5037185650481,1066.8257333433762,819.4099850334237,1103.7973356099144,822.5512525348875,1064.8952875339326,727.1363725495947,837.732393192421,773.6373882768822,781.206594823806,807.901431034361,779.2697026949477,764.7677262342096,844.4280784406291,822.4989253868183,770.4333484547992,751.6473574737887,778.4814850689322,806.869776936474,801.3965121046999,807.341757530101,765.6458609592701,818.3468198689878,923.56026422754,773.5971566342005,804.5623899399998
Aggressive,841.2200438801787,833.2746170831209,810.9124111955314,742.7370872997877,769.7973979314694,826.077673931998,739.5126663338244,827.6974027611725,823.4302250307766,805.2747871036582,824.5693358056963,766.078792651756,801.0946650496069,834.1360917557856,831.0896000131829,795.1204433404174,685.405380353758,792.7129766838437,831.13301764022,774.8815804616513,846.5835405427836,825.6038588895375,777.1182338997405,702.9046895293848,837.3505632439707,785.7950744401047,805.9138171454275,839.8217204537582,752.534575742641,835.5820582192398,770.2288502603689,820.8544000370081,789.819058546317,787.7483898727245,803.8500714637878,749.5254927400094,679.0508675176087,827.5018053245263,793.6856968225849,787.2844547492286,842.3624023498505,742.4153977238257,796.3040727100464,787.5451798148639,805.2513569381229,811.9345969111731,1167.9795239789191,845.8946213183556,1180.0185824784244,821.5848508628147,1125.3047325477773,785.5547027387252,737.4226962394716,880.1134909793467,767.6217217357769,789.9077619685596,848.988453386283,822.2252615563818,808.9951930235185,828.4793720984337,808.4449011493048,842.7367193095465,771.0638709941793,830.293818898069,736.9701757808662,781.3180770101363,871.5999485636144,777.0208958107098,891.3512260933765,843.0827377593785,833.4440755633149
Aggressive,759.2650268942668,823.291780922967,788.8921539060871,783.5625741710294,772.2910012509748,758.2469097094275,805.5021581480057,793.1758385328363,884.2148874513268,789.8604946769526,781.8248630172634,854.7484498950697,720.8186274222516,789.4103556638071,733.7570555489488,799.9296428745806,843.4652318596494,763.2834180603265,793.1743068050511,881.2471116895297,844.2042165049891,891.5471279358256,846.4817872817349,729.6581552331907,795.3978353377632,757.5228821591361,851.9612487274638,841.3127881942512,880.3934125923545,767.5147641789805,831.1506672533598,783.4701400954444,764.8711176205829,789.6254586611384,832.713329763112,781.7257249514132,841.6921038495987,743.8086251075489,811.4453364133824,826.7454016194181,818.9240568766818,787.2006759407865,793.3799355490618,739.4221999510509,760.2438053346286,744.353815456261,1102.332484997714,788.4775510116921,1064.6555408284162,811.4700826329101,1070.5133463341226,754.4038909032015,743.3652563254199,811.1712000931445,728.2937882467585,824.4043080186949,764.2581038440811,798.1959281946449,815.2685198851362,760.0299040167192,767.219370825413,859.3511677867574,818.0072406006796,796.0846424621822,857.6421441186978,816.7155803295095,764.1876655115573,873.0450424991724,834.4465269759776,814.1163583848313,862.0158264595344
Aggressive,756.949447008029,806.262420641283,808.4216410616175,811.2988966947423,775.7564114816616,846.1734579473953,860.6334119857538,833.7431460246687,761.2804349062105,754.7883722326582,804.3132369046851,789.6494622919862,839.481420714579,786.8714970749493,814.4669554587944,789.0942111863972,794.2187745987624,773.417734366335,826.5730012591251,825.7465376990492,746.2763811463511,799.8820295199024,795.4947801642214,807.312969975213,783.2307381137553,853.0507267770797,718.559835476175,805.1619449988148,748.922241916555,812.8832950087764,818.6320834291889,814.0563344994245,783.2151319667901,767.5439783837096,781.0423294081772,855.2810668205317,809.2851783008402,713.5878946512369,751.6055138092897,866.6387933040675,799.5280124999705,823.8118660504864,801.3330408836223,844.2992363849438,810.0217090518018,810.7761282947325,1080.09284199091,781.8925436376057,1198.4395118664934,819.9987793291939,1049.0562559453233,805.1455005603764,809.8512845945387,831.2880247689977,819.7452145001919,779.8546200471898,836.4941613958543,804.7560812012492,833.1559480684652,781.8428875452804,849.3382819417075,766.2106153012112,807.7518480462776,742.0824865344734,793.4552719078148,735.3376479126025,908.1817667865362,809.6506121912638,848.7998548337322,759.6711542760693,757.8586206975467
Aggressive,843.8942867500486,729.1798894903128,818.2959884771514,848.9868058658097,778.6684582949101,764.6194176116928,829.8800185521426,838.1520919541632,780.9366689570764,796.3561618430575,792.9866404266244,753.3358650771347,831.1393099575486,795.0964941545086,764.7195159320424,765.3640564615832,805.1252321410376,835.691671802822,795.1017363106725,862.7803670824501,747.2061195479566,799.9558370792257,761.9322575284751,893.1990199814632,824.8707636378018,810.8869760106061,793.1839889521839,787.1019533970795,836.1498640624982,779.5003246052985,848.2051174122699,812.3078711991088,839.281017020605,779.2531956051519,807.8189351986478,816.87830356097,751.5382923607621,860.8929915178073,777.6436657274907,789.3173769913078,738.9860634064362,849.8966519437217,828.3628986004749,777.119049873109,666.0605337138005,797.0719068156444,1167.1674155159596,839.813399325961,1164.4662904221923,820.3721189817732,1111.5518186087895,825.0060263057726,876.2528078748103,786.242379536071,896.8216428250893,922.7104989138006,756.5795785725751,744.6468982388168,796.148630012898,769.2958579559024,808.316641153835,865.8008981315578,749.647918207319,755.3270711278395,829.3733536253542,823.451259633638,794.4693701675737,801.8975091987433,848.9079531593712,766.8537723307282,729.4626024235903
Aggressive,764.9554953831039,824.4637119514196,833.1741717873925,832.7116777483758,743.5235781995005,701.7742156488559,802.8129301394039,777.6724191456574,757.4905506910245,801.1651966243038,807.931450885303,763.3691656717219,876.449593042831,802.3869433756382,952.4076730345573,746.1081395913619,815.8424195011912,738.3675017932956,816.9186513302691,724.2692737255805,811.450768521139,853.9790388118779,760.905705409597,795.8838066771419,764.1574378406397,774.956092051813,770.8759049730598,837.8580008789928,737.6717940342446,807.1317901774157,781.843811808793,817.090034632743,815.9854832246084,752.9398498823305,803.4654017192337,772.1597886716173,785.1931092634482,862.7626371965931,731.8121194666658,827.9625662023977,777.2486828356878,826.8274189863854,891.1601981674673,784.4654701646766,814.2934500421646,857.833880595675,1153.6466118373278,802.3993786835113,1120.6022460339505,815.8868414643167,1124.2617873007002,770.0010393432118,800.4427437182514,763.8297230779008,771.4604831287107,760.7801505538396,804.5513380720499,765.6980244052023,757.7722828531273,745.8058501729477,788.3448122247672,836.1181987154863,830.2036247883648,759.2868537929422,837.1366908936052,852.7129800372517,797.1088000229704,860.3676376537811,780.5558444831372,826.4529943333281,758.9152704562996
Aggressive,783.8637094303347,797.0483256239264,788.9369619879434,819.489200530407,786.0143475706304,772.2556382549899,811.9114369729004,830.9426439149082,821.5953980653901,681.120643518424,850.4458214990508,822.2175329240648,834.1282243671784,793.497756290223,851.7439900960231,844.5142021291404,846.9268562031297,742.859674846753,701.042213483126,766.9785738152736,817.3307459364236,768.5372525314808,719.4698646431826,808.6176962508484,794.9493479992237,795.9596275885947,771.5934175958787,914.9719052982271,811.799769024287,869.9981452654602,824.3629089772037,868.1664425823825,762.7625768149551,818.7299801054374,786.2988896017902,709.11981474389,804.7419077272663,808.4484286127832,766.0761970888683,732.5527120475367,812.2362096594574,858.7728175220898,779.447272572772,809.6781146332255,768.5489069410262,840.5679791007232,1048.4919573365873,866.2790980469847,1173.2611400138783,748.1517604767417,1104.540997974258,834.1906612233399,838.8280154054881,873.3443206345435,812.0131919009063,793.28689157016,785.9444881215202,740.738058309535,790.0930306621098,751.4320761889841,831.6739347807326,857.858829545897,752.790957818041,788.1274243220545,796.3157832917817,874.2560820398054,812.9998794141721,819.203113229206,824.3070462302949,802.169839202179,758.8567948885673
Aggressive,835.5538463513484,867.7955892660312,792.3254356533391,769.7300757904301,807.2574258129532,694.1297121108328,793.8782132289192,744.6272769115782,790.9844670083943,795.5188512211955,787.94907348068,747.628741802236,793.6349708606119,775.1291991707001,788.527228247004,785.3693470260187,829.4071899717917,800.5199601701178,782.8673714390817,781.5934930521349,826.1621329548186,780.0629980815046,879.6122378250625,795.5982779321847,788.4221359691862,812.8258785104582,838.0989329408152,757.9240604259714,864.589865499733,746.8605022956966,812.5683599257857,822.4145414887984,798.0009852148947,791.7499100763665,815.2368547534833,814.0086594779266,752.21613755155,788.6617665179291,736.6171565804507,753.1812570488461,806.5776479871267,778.1973478518356,850.03213447784,835.4930386683347,798.3692938593617,785.2971232049118,1226.4736646868932,824.4952604160256,1079.8944372691253,797.9106248794525,983.4807737130493,847.3763084628572,822.2165897665344,791.7735862502335,738.2234509114886,883.2879538820962,774.4335062059787,810.6918903585198,726.4306177993094,811.1625863424383,817.0285458496974,853.9112104154061,813.3019491962091,864.4009839386852,778.0577647410272,805.3695275381099,760.719323679754,876.4194149590584,812.2471620896852,726.1756073776421,874.094584910129
Aggressive,800.4132464891653,836.0828414026271,773.1038456467974,765.5940151746915,744.1750460321938,868.1669580292747,820.7973862373182,833.4283042169349,767.6788136018797,856.6934120122537,741.4322135364495,798.9921118015947,797.6473786011504,701.7341496599976,855.2077163081524,820.0573565411612,864.0837766695843,837.5006984030066,754.4700337750488,729.232245873234,766.8860930736433,835.1192953271689,765.5655039228897,839.4767124649208,753.6256396816277,750.1903563935347,819.8941819396234,826.2486542238078,819.2140185365371,784.8106206771355,840.9005841128004,808.5434263229271,829.5096051196107,821.4834336824227,854.9590456971017,816.2528118405079,792.2330306783829,830.3941797714945,776.7278280802774,716.2088391001846,796.0027687840729,811.1860457663562,767.0161677434473,831.439219539899,750.6182484691908,807.036673174639,1045.7041568936004,778.0470172392816,1147.919146048126,805.0637266390241,1172.786122579641,748.7658814430374,859.8232423880344,850.1367928362207,868.3463066456299,839.8175029349215,795.1378332514805,869.3886285031624,834.8624437796806,751.2855501201836,735.2190531799176,792.2166949912901,869.2764449355886,777.3218085445271,831.8045721498962,784.770012872319,802.2589071322785,789.6367449268129,850.8566711555758,793.1989319754698,773.089681192234
Aggressive,898.8289644111735,765.103132911482,814.9849351928078,787.4450224111303,790.9008081396101,837.1915720978699,786.6753209047121,821.0197508151202,806.5719618256733,779.8315064479522,838.8787615910898,818.7812426140764,815.0103917415618,777.5515462568227,830.3872615082822,780.7456973911603,800.0804922444743,757.9880811718843,777.5625667632199,841.2843552872439,811.0558396634461,876.4751848315157,842.2371784180668,857.923177283878,802.9398182737176,763.3087076877758,860.657943997481,816.8800682677254,775.6325848571842,822.7844894443525,766.8117918160298,756.5745055154937,744.3186876021424,772.2831082713169,895.678137793649,795.1119510244889,765.5793626303653,804.4949612104,772.5939049035773,807.8631175751955,723.6897084913805,751.6792569513783,833.630467683373,844.7324195387569,860.1907395424968,769.4213559722393,1076.4826815779916,774.3132424295608,1085.083397130075,814.0141816104235,1122.4809761355586,841.887443450524,817.549962342585,769.597721871372,862.5832139549326,795.722415343991,806.1369621951006,843.8176430441906,794.8137007873052,861.7282810325726,850.6906641078203,802.2338024158441,834.8152458891044,746.0299444058978,802.3569860330186,804.5424303137273,758.5901916374389,807.8236149354187,786.9434920929973,741.6437979455936,799.3792601231282
Aggressive,758.3333158681941,762.0209149601415,757.9303786420996,794.3607813495388,824.6397318144295,776.2811413736106,741.3510164576768,842.349475908887,707.8859266466374,760.7053530601953,809.4063554752051,775.9802230563115,811.7839780455779,784.0579730668586,774.1438815199199,800.0371047860152,780.5783719319104,852.732074167359,768.318138814872,854.3025023157422,888.4445041709873,826.4770708345641,695.8554779928086,811.66213472146,779.808862781312,831.8678137661931,845.9216286629245,791.2231577884863,779.7508129787898,887.2449628222673,778.593799121585,854.3717633016824,806.9551991724497,805.4543334694166,807.2123345712113,810.0329602474964,735.8718106309905,744.7541820648268,866.7758722640957,730.3947652090444,805.380326156861,850.1656643015987,792.3708196625704,828.5533451092036,783.1126808443419,843.2024634749466,994.3488836175638,811.8465462643613,1096.066126681512,773.3658247506607,1093.6349442924438,729.1561761087498,798.6725141848224,793.0185741756054,768.2965516680223,829.606795443924,777.695542965104,797.185282423656,771.7245964981915,652.3524967288278,846.7208783223629,844.4252212689344,813.9717685434923,818.1543213793905,739.4034564215184,792.3489959397314,771.4337423210841,741.1879893112198,767.3121405295976,778.3880442733287,789.0864437812344
Aggressive,851.7014139890214,849.7370389129607,801.0271208002601,757.227410860876,809.8043276548328,801.3793865896743,790.6110702541082,787.366636610818,833.0010461079601,887.9568756839172,716.7887474830804,781.7888884456079,735.7697317494694,840.2807595888967,802.0770440663563,796.6768151824211,781.6345978246694,851.6867432483112,801.3710149849909,776.0052262175983,785.9440667212389,809.965920077258,800.9504935479423,815.9961932577356,757.3321629714226,802.7173192584049,731.9012087788656,822.8293272381121,833.4992055416902,827.1293333753587,777.3448833894869,796.3614122731497,781.1032098047667,747.8129358989684,808.0995051635509,739.5816854445704,897.9769346740934,820.3310611504701,717.0360821242823,758.3752301727853,815.7424372545559,799.3842182080598,849.7712638033378,806.9177656212946,827.804310716475,794.2779440777765,1080.8716778620435,778.9121407643751,1196.9464549384147,806.5484097811838,1157.0818397839544,779.9672969231351,770.8032332320636,838.1956048854202,784.1848893958304,817.6450344733689,815.6980608514368,821.3370581141844,784.0680545883072,786.7941427528319,849.5371001240536,901.4392191816299,828.891540865808,779.267373599784,780.6132337358595,830.5898638234102,841.3512166742711,777.9741103763861,831.3505519100141,779.0517860097365,768.0764414914281
Aggressive,878.837141362161,781.1933688565792,791.3306966879753,833.5338091371278,777.2959085496951,784.0879311911231,770.2781399153496,813.2144669170211,740.8802507461446,866.5656918928454,774.3370733043212,849.5577198021526,822.5976432291254,800.5797529719201,767.5913865370437,768.672077083838,816.1910240676276,722.3639029094488,728.6967796999928,813.6634647538118,804.5101517794817,758.6898577286747,814.092867448965,815.4538312241089,755.5024018416891,782.690135843513,830.0910481686028,786.3311029033559,744.3780116241633,912.7919691947251,860.8587726330237,731.3720608954542,749.0756503294419,774.0380211481776,733.5532093332813,752.5225750285211,801.7667827606803,815.4929017476428,815.9812838063317,747.4034563087854,807.8974199942186,767.2151480824508,866.6919778835658,863.669442337732,804.0070544292141,861.3550944526933,1165.3259109668236,805.5238745142716,1092.4313756841739,746.3225618976728,1087.3950155959851,822.9768594584425,775.4924313981008,813.438392867323,800.5321309605059,808.84264310948,854.355500435797,876.1055990327512,803.3353043646415,791.090503452364,765.7539525674744,846.2144465708986,795.9157217617719,879.925498692719,820.6965113343173,784.2290326285279,769.5351222887481,822.9560395335193,777.4207897018382,794.4974541475392,815.5043681441072
Aggressive,841.9119863393721,892.457803746119,833.9066672160393,768.39037419213,863.6805932661786,820.4135637246193,825.8664515849357,824.8819650105072,764.7445443890081,749.3287558460257,799.4408856321566,825.5786195124326,771.4862757374069,790.6820776982531,747.4681325768081,767.1293944337483,849.4299412534879,800.4465101140033,755.19040092175,712.6141874575886,822.4762054247221,871.6596456500065,849.146654820271,736.5228636665516,835.1488283064667,800.290622510787,797.8123623702368,869.3065042977533,840.4595719320779,822.123327708491,787.4887959108908,858.9756791181383,795.8674866579153,834.6133428928434,849.5964251311655,737.3873842927406,822.5843310090762,806.084209054548,900.252317243257,784.0224664939556,883.4948424046512,860.2327109474261,803.1889624421401,783.5054437866374,776.6994179140904,813.6178430214109,1166.7954350132495,812.6365361046765,1040.9314894750967,893.3118371622978,1140.951576011802,778.6241291992602,822.7479629350127,754.9586655470106,767.0179951073957,849.3604095104854,817.8666773752057,797.7200406795479,703.4011620689844,825.1490159534662,830.3032644721865,894.9742277360565,772.8778398681901,832.7173996708801,738.2534831710251,747.4716677496128,836.9648543944465,774.3938176642669,750.8317955058018,782.6262359892686,745.3679790301425
Aggressive,788.5417282362392,831.2025977624246,790.973063551814,780.3201644122905,797.5429838800829,736.9840054923911,808.37263235472,814.9505689641514,741.7490988637933,805.8085926141665,819.0160014242169,833.6160832322873,802.2820194670586,832.7263485865885,815.7208391661048,790.4336861900424,839.2169084901329,849.1588911886134,788.4066264934931,741.7780171385023,782.2444226555261,804.9364893634258,750.4325961909768,771.6669065423597,865.4559895167749,723.6122750183472,789.8972777185588,843.8024924374486,817.2132795268639,883.4118473293664,826.6198488239531,840.5698780222398,743.434506551646,937.3336500432382,847.7809011202321,771.6260229430636,804.4085299160762,748.4464546313442,747.9856598233836,868.0882718556105,747.0075285988473,810.7744437723284,835.9145119796253,780.8480881448577,728.372231449035,780.8466291429568,1078.5582903949949,787.7635531667034,1064.1763513539192,824.6687577536006,1129.712020038969,781.6228355569795,797.1482744994224,827.4626605004071,778.7602309166916,798.9710176816678,860.5673186505394,801.2115693580357,830.1692742915511,823.6825721441661,872.1994819284915,770.6136038531051,771.4989807398495,841.5482284758282,789.491857945944,722.5031943573427,833.2792918216418,865.0943388099705,826.2527826314338,835.88945060106,838.383252682496
Aggressive,810.4156488077541,787.6071172249146,798.0193673968743,772.237698279531,805.7330986261405,782.2323588547173,791.9625272044999,784.052929869811,816.744301588617,807.4559103879147,812.8179011079394,812.7326659794068,896.3867508872083,806.5728735880433,801.3810899659626,806.5065879242836,819.8866815998949,819.5312378960389,819.2387188791491,776.3092287778563,787.244158636057,794.0804696716301,720.3840175896443,849.2386642877706,821.498514934429,867.0083073189063,751.2885641042072,773.8638064946048,818.8438920846743,760.3502742353667,768.5540632982681,772.0011776260324,792.9089156776809,749.6811475562716,847.3681000850675,722.47761300903,706.6672296563194,824.0069349297479,757.1830861233409,833.7111869982759,772.462537967635,763.4874385205836,771.2158046131932,836.4858881264149,769.2554736719331,802.9883465919506,1105.0930250986744,825.1099374039187,1047.9275103604264,781.3485818111142,1071.373911390157,795.8267501237976,769.1726945976138,800.96928321999,751.5483618096139,733.1179001064501,755.5749902611708,733.1037591189535,688.2483481611282,820.5797282905891,804.2998780873172,863.5125916615552,785.4717208757885,819.1214375293621,791.2619089672924,807.3689315600678,863.379923868554,784.8333716702867,807.4177904388139,825.0385033131145,785.8752268404022
Aggressive,844.91182669757,815.285802210854,758.740261828156,858.6716390338779,842.4224347255832,760.0013053652608,784.1895287565388,854.8408427145874,805.6904297067284,810.2811749358582,812.645994266386,817.8368632377193,776.0073795287935,803.0623729982234,843.5545121571829,798.1272730178687,823.9972358833667,841.2305902417621,759.9979649419824,762.9111061117535,825.7596710740609,794.6426886735243,798.4733503570599,759.5662349781469,780.2610698196399,807.6371706266002,848.476827494176,838.3969525410722,791.569998389478,759.1180815700392,790.1436086289362,831.8989331777996,837.1548659801379,791.381368350277,834.9873905146138,867.9559564144885,825.8121068119688,824.482428701537,800.8826778871407,763.3815510524603,775.7709741534708,752.7029784303272,748.0213002485732,743.500739333688,881.160244951757,818.2924799689864,1075.8176013249954,771.6175930212828,1130.8560074721713,827.226705257965,1213.953243809653,763.0990940479629,801.2576956197503,779.2644176359616,742.1127441932241,760.6829210004954,779.1082355636361,811.535270114986,824.2013849265845,834.7280123078738,823.987427090356,883.7133502227578,769.4731124439295,783.8225785795822,813.1815912541823,783.4740213316368,824.0106355478324,820.1609076186527,741.0861702078647,821.5751883214388,760.477720451291
Aggressive,831.4749006360717,806.2832561644977,807.0551547710203,750.6683104343117,799.8755830588487,769.4990337806266,786.2351388876585,821.6493099786125,806.0639701024264,843.1883057012204,839.6152551106586,743.8646114684371,778.4045454173827,826.3077317861503,867.8819708984956,840.1619129115243,820.4140519741873,790.2576177629951,822.8770638314437,742.0903005859528,778.5534940209453,758.6172342701894,863.408270256196,821.7601118750065,756.198719470664,823.8771273574524,804.2317985623935,762.7997622695717,799.9294735673041,724.4838777001007,789.4736119019022,808.2125286697435,797.717887494201,806.1405693012046,776.8580380232584,774.8040207618018,849.7747832701823,732.5952530694677,897.5823123926157,863.9928198651276,833.2415184914457,804.1232727121496,873.5343953115553,777.395988580177,851.2064781879523,774.1949150369451,1082.706831260352,841.1727887481587,1116.8286110423303,829.4207800105221,1054.795370377136,821.2981821942033,779.5810693896983,810.7397594414165,807.8339293911658,763.3908480123413,808.4277045404168,801.8462514976773,854.1321224154182,800.2413630275065,804.6926721812001,791.831387109187,833.0067476935441,828.4197038862926,820.4831091294827,793.7366025109607,877.0889961177568,768.617602076867,751.5731891366798,842.5359351945998,793.9211461515422
Aggressive,825.7028745970212,766.3568578323168,777.9872555095778,761.0706507289078,881.1408403692737,777.2749756439782,809.9262926775823,754.0174687727451,780.4902905483947,794.4112477627059,760.0407309949264,741.0705589915294,742.4970423306858,848.8753090887996,832.8692291606227,773.9986428877136,769.1933870884013,700.5011076133542,765.5273034134955,810.6210872060061,738.3868397028309,770.7846620912014,846.3850962876717,893.4347239670882,773.8054885282434,800.2568056020264,793.4479927243832,799.9194172863846,759.4551098628885,876.6385308785667,789.0592777402682,759.298335480678,704.1243644490442,777.4405459414519,842.3153876043139,829.5710996159245,698.383764446477,846.0176971653751,800.5440779372217,757.5962568001391,764.2314343910423,850.7351043366482,843.4392030893626,831.5378123387213,760.8957321343416,782.3429530416141,1172.48377689357,775.06293487585,1117.377999492021,800.602132308577,1026.3553027051141,790.9990197294984,798.989365587237,808.4269625388854,777.9775675696272,782.1033020714299,778.2468337082834,796.4572343080875,788.8026923751016,806.4866190211371,786.2069538282598,849.1027720267397,789.6053383371216,819.3910324934689,843.3043392193543,779.4901231242682,808.4703544166555,725.844373775017,832.4751986640574,760.5635257240477,796.8588394464821
Aggressive,830.0199723753113,770.4180397484656,809.8152741857701,854.833862301226,844.1715061477626,831.8069157360694,714.6762620523791,753.8585199024552,773.3971972910924,724.7540129830461,791.2716723827159,777.1104645126004,796.5760928168281,772.7830778706591,820.1198667024144,775.0935097198151,828.2083318064027,833.04906496666,793.3300606158384,796.5922206669704,831.1259478145239,855.0151622710177,712.6492490932399,744.2665383454777,789.5325833363571,777.3569616393293,756.5621099468219,846.6715929060667,844.0963411530928,755.0389909547939,787.9392478510238,803.3129109125018,816.9386765679309,728.4066043493453,748.4045911753266,847.0031747372874,776.4804972313754,836.3454459184449,770.0382514959239,760.8426402576089,785.9101078226162,806.3274607431573,847.6040882234155,801.1600535298146,824.297114626898,885.5361909448811,1081.4597645177118,828.6196987816869,1076.6103074746472,820.5626273863488,1110.9594769670152,843.7488900313678,712.8613020226763,744.0088149908058,809.912636999553,859.8088813376569,773.1570166794875,726.9619650596467,816.3216808454183,840.6753050415805,767.2417003264299,809.9975840683179,765.4395707153669,817.5960485769926,762.8876423575638,823.2418908457997,867.4129845113796,844.3859459418312,732.8067401559149,872.6438524498191,821.5117619331394
Aggressive,827.8571468192303,748.5879710667413,800.7957718175527,849.6061182840766,843.4583655478123,829.6855613308088,801.0874358603148,829.6352849019781,766.843704246363,814.2838499249166,812.0904556450051,840.3967930185092,816.6712377105833,823.4983374560405,859.1488435234152,750.0804944782122,800.7157144004786,820.6214467104293,843.0719044715502,799.8943100014455,759.456864183315,865.9191822675913,813.7851477996513,833.3120028695748,787.8939766671979,809.738913315911,844.5531884913613,794.7735996268176,760.2763319304314,786.0120595645784,792.8029919799366,792.0145872825581,741.9193136612784,784.8086330828463,837.2950206681081,782.1151490777129,729.1689347383613,892.5929328498934,857.4156694360738,774.777057581764,854.8237569921966,842.8355810904469,742.2829467976775,852.1124181094342,824.4870588242719,765.8572757335418,1058.861841849457,790.3148935154857,1099.6152246535878,760.1222553709994,1082.4332201863708,770.0916843768616,798.579548650269,783.3235254441474,732.5466257273222,834.942642087728,847.7834731594724,805.9055116688282,827.076273819273,811.9674770273595,815.7810616645481,830.900094924871,811.0007807928246,770.45199715216,805.7073019093104,803.680032666382,764.4346266707779,849.0074925625528,791.8811421659864,849.2205477449985,838.5935858411445
Aggressive,792.630911149472,753.1015882778102,813.0023311949376,807.4505855848032,820.5703433198263,735.686120535319,761.3819408561974,800.9335157648007,813.3448335238951,793.6984828871176,773.81305537741,781.9419134960932,808.8587226972809,842.8077832608313,748.6699903268238,820.7753948978573,816.3731794129785,856.0707385156634,880.013043024213,821.345849208973,731.5868000120112,786.0930717968233,846.1155564781545,790.7179759072841,814.6690450592537,820.2221012022113,782.8126410935472,847.041772618443,784.7305525169645,820.0289404905824,829.0063922564265,747.2929982025157,774.1296800755846,884.2379506708477,774.6481688114442,867.6378653833306,779.4676347475413,796.9803440911808,692.4840415850153,784.2934511400877,745.7530042418821,816.1351816418031,826.9536031289441,745.2060591157797,750.7853380530756,811.5037030248891,1054.9953365220338,863.3172795604447,1121.6042129593043,786.2385387805537,1036.6079519436462,833.3880598244077,803.7193983016746,833.2411489169044,799.6365712836417,806.8262232416785,757.5696636235837,768.231694396339,788.7831600244269,799.3815275448007,760.2546671205567,748.1804127536815,819.0275122388957,817.9149084786422,825.6046870289399,736.6274454233546,806.4111611931608,752.2961819591553,802.5311067351688,831.8411173497208,766.1802061959198
Aggressive,767.9963477931266,644.9726456136865,759.5465033107597,766.2528311035061,752.8602101622506,761.6298461177681,849.260472661834,759.9594671992242,792.6363632674017,783.5812465235842,813.4401553349189,769.5180412951622,858.0259662429924,805.3234918173484,831.6703451373218,793.4410685266349,813.1805574657327,815.1481481908813,747.893105788878,808.8993335096839,804.9849496571107,827.9890918703549,812.5666721350145,730.9522393965196,856.1763084570788,798.3644638280415,780.7788095361893,748.6302971014723,763.0713820137948,816.2864910347635,798.6625753309226,774.0737326938952,839.8972600369075,788.8497022992723,804.8995490160756,747.7906001333231,796.0982455733042,786.8944267457495,844.2474660363987,842.2483531262016,756.340927727869,865.6701829824578,836.0168136073119,739.9617558445187,821.146808107254,756.0495920250427,1161.061467715486,768.8588170713883,1089.8206438065818,815.7549547091668,1096.6547009422284,820.725595389083,767.5375624188175,756.5448517767775,834.192933541878,802.8572218164692,816.667109334057,797.4198032634065,805.6100511606276,812.5407051088414,831.4690184221994,790.4057983726376,822.8368603746244,853.0267469406339,790.0268182064818,736.7331810705186,781.5632992737857,786.5522843534329,795.5406831418861,812.629881105479,841.189560425768
